trajet_id,date,train_id,gare_depart_id,gare_arrivee_id,heure_depart_prevue,heure_depart_reelle,retard_minutes,statut,nb_passagers,prix_moyen_eur
J002206,2025-11-14,T017,G03,G02,22:06,22:07,1,Retarde,345,35.9
J002207,2025-11-18,T019,G05,G10,12:54,12:54,0,A l'heure,438,43.14
J002208,2026-05-27,T029,G11,G02,05:24,05:35,11,Retarde,102,16.56
J002209,2026-01-21,T030,G15,G01,17:06,17:14,8,Retarde,149,14.81
J002210,2026-07-27,T023,G09,G04,17:00,17:37,37,Retarde,269,53.61
J002211,2025-09-12,T010,G01,G08,10:00,10:00,0,A l'heure,185,89.93
J002212,2026-08-15,T003,G09,G15,15:00,15:00,0,A l'heure,399,66.55
J002213,2026-05-31,T002,G12,G03,14:06,14:06,0,A l'heure,351,112.96
J002214,2026-02-23,T004,G08,G02,08:00,08:00,0,A l'heure,272,60.79
J002215,2026-08-30,T014,G13,G03,10:54,10:54,0,A l'heure,400,112.18
J002216,2025-11-27,T030,G15,G12,16:36,16:36,0,A l'heure,102,19.39
J002217,2025-12-08,T023,G05,G06,11:42,11:42,0,A l'heure,159,38.63
J002218,2026-05-27,T033,G05,G15,14:30,14:30,0,A l'heure,137,18.0
J002219,2026-06-19,T010,G15,G14,16:48,16:48,0,A l'heure,308,63.05
J002220,2025-12-17,T020,G08,G15,07:36,07:49,13,Retarde,288,36.27
J002221,2026-03-24,T025,G14,G09,12:54,12:54,0,A l'heure,144,31.18
J002222,2025-12-02,T015,G01,G04,21:30,22:30,60,Fortement retarde,320,24.03
J002223,2025-12-09,T011,G08,G07,21:15,21:15,0,A l'heure,373,102.07
J002224,2026-03-27,T037,G01,G11,16:18,16:18,0,A l'heure,79,25.72
J002225,2026-02-06,T033,G11,G02,08:21,08:21,0,A l'heure,124,22.59
J002226,2026-01-15,T013,G08,G09,20:45,20:45,0,A l'heure,164,74.58
J002227,2026-07-04,T017,G10,G14,21:45,21:45,0,A l'heure,551,45.22
J002228,2025-11-27,T022,G03,G13,22:06,22:11,5,Retarde,337,39.52
J002229,2026-06-29,T008,G15,G13,10:36,10:36,0,A l'heure,241,92.58
J002230,2025-10-29,T006,G05,G08,12:21,12:21,0,A l'heure,283,57.83
J002231,2026-01-10,T036,G10,G01,20:42,20:42,0,A l'heure,142,31.13
J002232,2026-04-12,T003,G01,G08,13:18,13:18,0,A l'heure,380,100.0
J002233,2026-03-02,T008,G08,G14,15:42,15:42,0,A l'heure,365,52.56
J002234,2026-01-28,T010,G12,G07,06:12,06:13,1,Retarde,244,103.88
J002235,2026-03-21,T003,G12,G13,15:06,15:06,0,A l'heure,178,93.11
J002236,2026-01-03,T008,G03,G12,20:00,20:02,2,Retarde,334,73.98
J002237,2026-07-23,T005,G03,G05,06:24,06:31,7,Retarde,223,53.83
J002238,2025-12-01,T015,G08,G01,11:30,11:30,0,A l'heure,403,27.88
J002239,2025-10-23,T009,G15,G11,06:42,07:01,19,Retarde,426,73.46
J002240,2026-08-16,T003,G03,G13,09:45,09:45,0,A l'heure,296,113.64
J002241,2026-04-22,T027,G15,G03,08:24,08:44,20,Retarde,221,45.7
J002242,2025-10-30,T029,G03,G01,16:12,16:12,0,A l'heure,101,25.89
J002243,2026-03-23,T029,G01,G15,06:15,06:15,0,A l'heure,171,19.95
J002244,2025-09-21,T009,G01,G12,18:18,18:18,0,A l'heure,261,72.51
J002245,2026-08-19,T014,G04,G11,13:15,13:15,0,A l'heure,378,72.48
J002246,2026-05-18,T033,G15,G08,14:18,14:24,6,Retarde,132,27.77
J002247,2025-11-10,T018,G05,G07,21:36,21:36,0,A l'heure,409,22.53
J002248,2026-08-24,T006,G06,G09,20:30,20:30,0,A l'heure,404,93.34
J002249,2025-09-09,T020,G12,G11,18:48,18:48,0,A l'heure,268,31.44
J002250,2025-11-21,T006,G14,G08,10:45,10:45,0,A l'heure,236,102.78
J002251,2026-01-14,T025,G08,G12,17:45,17:54,9,Retarde,272,31.59
J002252,2025-12-20,T026,G07,G15,06:15,06:44,29,Retarde,347,50.98
J002253,2025-09-12,T004,G15,G07,19:21,19:27,6,Retarde,280,61.34
J002254,2025-10-31,T026,G03,G02,15:48,15:48,0,A l'heure,224,52.83
J002255,2025-12-18,T017,G09,G08,13:54,13:55,1,Retarde,330,30.56
J002256,2025-11-28,T040,G05,G08,05:00,05:00,0,A l'heure,145,20.49
J002257,2025-11-06,T014,G03,G09,12:36,12:36,0,A l'heure,326,74.03
J002258,2025-11-23,T033,G09,G15,20:45,20:45,0,A l'heure,136,17.68
J002259,2025-12-14,T009,G07,G05,21:45,21:57,12,Retarde,351,70.77
J002260,2025-10-14,T008,G04,G08,19:48,19:48,0,A l'heure,284,87.63
J002261,2025-12-07,T038,G08,G10,11:54,12:02,8,Retarde,176,28.78
J002262,2026-08-31,T020,G06,G01,07:12,07:26,14,Retarde,235,42.04
J002263,2026-04-10,T018,G09,G08,20:54,20:54,0,A l'heure,412,30.68
J002264,2025-11-11,T036,G09,G10,15:21,15:32,11,Retarde,76,20.73
J002265,2026-04-09,T017,G08,G01,17:00,17:00,0,A l'heure,373,41.0
J002266,2026-02-14,T024,G09,G03,13:24,13:26,2,Retarde,236,53.56
J002267,2025-10-26,T015,G14,G12,21:30,21:30,0,A l'heure,255,42.21
J002268,2025-11-22,T029,G10,G02,17:42,17:42,0,A l'heure,169,17.94
J002269,2026-05-17,T036,G11,G13,19:12,19:12,0,A l'heure,218,21.37
J002270,2026-05-09,T003,G15,G01,14:45,15:05,20,Retarde,317,65.87
J002271,2026-04-16,T003,G02,G10,21:24,21:24,0,A l'heure,272,79.96
J002272,2026-01-17,T028,G05,G03,09:24,09:26,2,Retarde,253,39.89
J002273,2025-10-09,T039,G07,G15,08:45,09:08,23,Retarde,116,20.59
J002274,2026-03-02,T038,G13,G03,11:54,11:54,0,A l'heure,125,23.45
J002275,2026-03-31,T031,G10,G11,21:18,21:18,0,A l'heure,71,21.15
J002276,2026-03-03,T033,G01,G11,09:21,09:21,0,A l'heure,181,27.76
J002277,2025-11-03,T020,G11,G14,22:48,22:48,0,A l'heure,366,31.65
J002278,2025-10-01,T004,G15,G06,05:54,05:54,0,A l'heure,211,85.64
J002279,2026-08-06,T031,G09,G06,14:12,14:12,0,A l'heure,110,26.33
J002280,2026-03-15,T003,G03,G02,07:15,07:27,12,Retarde,285,85.94
J002281,2025-12-18,T010,G15,G09,17:54,18:01,7,Retarde,330,72.53
J002282,2026-02-05,T038,G14,G07,22:42,22:43,1,Retarde,146,26.05
J002283,2026-02-15,T011,G03,G10,20:45,21:02,17,Retarde,475,118.47
J002284,2026-08-02,T038,G13,G07,12:42,12:42,0,A l'heure,148,21.14
J002285,2026-07-14,T035,G10,G11,05:45,05:52,7,Retarde,186,23.59
J002286,2026-07-11,T012,G03,G13,11:18,11:18,0,A l'heure,510,81.35
J002287,2026-03-03,T031,G11,G13,21:15,21:15,0,A l'heure,136,26.83
J002288,2025-09-22,T003,G01,G06,19:00,19:00,0,A l'heure,264,85.83
J002289,2026-04-07,T036,G09,G12,19:21,19:21,0,A l'heure,137,22.89
J002290,2026-03-23,T029,G01,G03,07:36,07:36,0,A l'heure,209,27.52
J002291,2025-12-23,T001,G07,G15,14:36,14:39,3,Retarde,237,81.4
J002292,2026-07-26,T022,G06,G09,13:06,13:06,0,A l'heure,553,32.53
J002293,2026-03-13,T001,G04,G15,07:00,07:00,0,A l'heure,333,94.68
J002294,2025-09-03,T040,G03,G15,20:48,20:48,0,A l'heure,163,16.96
J002295,2026-02-15,T038,G13,G08,09:48,09:55,7,Retarde,95,29.96
J002296,2026-02-25,T035,G08,G11,21:12,21:20,8,Retarde,148,24.29
J002297,2025-12-15,T007,G02,G15,09:18,09:18,0,A l'heure,300,84.78
J002298,2026-01-24,T037,G08,G13,07:21,07:21,0,A l'heure,149,29.51
J002299,2026-08-07,T016,G07,G01,16:24,16:24,0,A l'heure,394,24.92
J002300,2026-04-06,T027,G09,G03,16:45,16:59,14,Retarde,315,37.44
J002301,2025-10-06,T012,G04,G01,07:15,07:15,0,A l'heure,157,78.44
J002302,2026-03-03,T031,G01,G06,17:24,17:24,0,A l'heure,139,22.13
J002303,2025-11-14,T001,G09,G07,08:00,08:01,1,Retarde,353,77.02
J002304,2026-04-20,T017,G07,G05,21:24,21:27,3,Retarde,409,40.47
J002305,2025-12-23,T034,G13,G14,20:54,20:54,0,A l'heure,149,21.53
J002306,2026-05-29,T003,G12,G11,08:42,09:16,34,Retarde,381,103.41
J002307,2026-06-14,T012,G12,G09,05:30,05:30,0,A l'heure,319,103.8
J002308,2026-08-06,T025,G14,G06,19:48,19:48,0,A l'heure,235,43.98
J002309,2025-11-22,T034,G13,G11,12:54,12:54,0,A l'heure,163,18.88
J002310,2026-03-22,T004,G08,G05,05:24,05:46,22,Retarde,283,83.25
J002311,2025-10-27,T017,G05,G07,05:21,05:23,2,Retarde,429,29.33
J002312,2025-09-05,T029,G15,G01,21:18,21:26,8,Retarde,135,16.69
J002313,2026-04-08,T009,G08,G12,09:21,09:44,23,Retarde,300,64.28
J002314,2026-06-12,T034,G13,G15,18:06,18:31,25,Retarde,135,19.59
J002315,2026-06-12,T029,G01,G14,06:12,06:12,0,A l'heure,136,24.39
J002316,2026-04-23,T026,G05,G07,20:18,20:18,0,A l'heure,167,44.65
J002317,2026-08-11,T008,G12,G07,19:00,19:00,0,A l'heure,331,65.63
J002318,2026-03-18,T007,G11,G10,17:12,17:16,4,Retarde,254,68.0
J002319,2026-04-24,T028,G04,G12,18:42,18:42,0,A l'heure,262,41.86
J002320,2025-10-30,T015,G11,G09,09:36,09:36,0,A l'heure,398,30.98
J002321,2025-12-01,T012,G04,G13,10:15,10:15,0,A l'heure,176,69.24
J002322,2026-01-17,T022,G11,G06,19:45,19:45,0,A l'heure,346,26.45
J002323,2025-10-08,T020,G13,G12,11:15,11:15,0,A l'heure,328,28.4
J002324,2026-06-24,T001,G09,G13,06:12,06:12,0,A l'heure,231,78.03
J002325,2025-10-09,T030,G06,G12,15:12,15:12,0,A l'heure,135,19.05
J002326,2025-11-15,T006,G04,G03,17:00,17:00,0,A l'heure,290,80.75
J002327,2026-05-05,T036,G01,G13,15:18,15:18,0,A l'heure,120,20.25
J002328,2025-12-11,T024,G12,G04,06:18,06:18,0,A l'heure,284,60.04
J002329,2025-11-08,T020,G07,G04,10:06,10:15,9,Retarde,342,30.69
J002330,2026-05-26,T017,G10,G11,17:15,17:15,0,A l'heure,408,39.78
J002331,2026-07-29,T018,G03,G09,10:21,10:21,0,A l'heure,153,25.08
J002332,2026-04-09,T017,G01,G06,19:00,19:00,0,A l'heure,363,44.57
J002333,2026-01-24,T002,G08,G06,11:06,11:06,0,A l'heure,435,61.06
J002334,2026-05-05,T020,G10,G06,17:21,17:35,14,Retarde,408,29.4
J002335,2026-03-03,T025,G10,G01,09:30,09:30,0,A l'heure,122,33.39
J002336,2025-11-18,T001,G07,G14,09:48,09:48,0,A l'heure,422,75.78
J002337,2026-07-15,T018,G06,G14,18:18,18:18,0,A l'heure,556,38.58
J002338,2026-02-13,T038,G15,G06,20:06,20:06,0,A l'heure,135,14.63
J002339,2026-01-05,T011,G08,G03,17:18,17:18,0,A l'heure,242,87.8
J002340,2026-05-02,T004,G06,G12,08:06,08:38,32,Retarde,360,97.76
J002341,2026-03-23,T022,G09,G01,15:48,15:48,0,A l'heure,316,27.24
J002342,2026-08-30,T003,G11,G13,06:12,06:12,0,A l'heure,438,63.43
J002343,2026-02-01,T003,G03,G08,12:12,12:12,0,A l'heure,379,110.21
J002344,2026-08-06,T033,G05,G13,22:42,22:42,0,A l'heure,120,18.31
J002345,2025-09-28,T013,G06,G09,13:21,13:21,0,A l'heure,497,110.97
J002346,2026-02-09,T030,G08,G11,12:42,12:55,13,Retarde,171,27.86
J002347,2025-11-20,T029,G01,G09,07:24,07:24,0,A l'heure,176,25.87
J002348,2026-07-16,T001,G01,G09,16:12,16:12,0,A l'heure,319,98.56
J002349,2026-04-07,T037,G01,G05,10:06,10:06,0,A l'heure,114,22.39
J002350,2026-06-17,T007,G05,G10,17:42,17:42,0,A l'heure,313,91.1
J002351,2026-05-27,T017,G04,G05,22:21,22:21,0,A l'heure,210,31.31
J002352,2026-05-19,T016,G09,G13,05:54,05:54,0,A l'heure,413,24.41
J002353,2025-11-18,T006,G03,G14,14:00,14:00,0,A l'heure,292,53.63
J002354,2026-07-29,T005,G06,G01,07:06,07:07,1,Retarde,334,94.06
J002355,2026-08-03,T010,G15,G10,17:15,17:32,17,Retarde,277,58.52
J002356,2025-12-28,T027,G10,G12,08:42,08:59,17,Retarde,198,64.64
J002357,2026-01-18,T026,G11,G13,09:15,09:26,11,Retarde,338,35.18
J002358,2026-04-08,T033,G05,G03,22:36,22:36,0,A l'heure,99,25.38
J002359,2026-06-21,T017,G10,G05,17:00,17:00,0,A l'heure,623,49.21
J002360,2025-11-22,T010,G07,G09,12:45,12:45,0,A l'heure,377,77.54
J002361,2026-04-15,T002,G03,G01,06:12,06:12,0,A l'heure,272,64.11
J002362,2025-09-26,T011,G08,G01,05:12,05:12,0,A l'heure,228,99.96
J002363,2026-06-20,T007,G04,G07,16:15,16:15,0,A l'heure,426,118.24
J002364,2026-04-02,T035,G07,G10,10:36,10:36,0,A l'heure,157,19.09
J002365,2026-08-21,T024,G01,G05,14:15,14:15,0,A l'heure,192,48.25
J002366,2025-12-31,T005,G11,G12,13:21,13:21,0,A l'heure,172,63.84
J002367,2025-10-20,T029,G12,G07,05:06,05:06,0,A l'heure,96,22.79
J002368,2025-11-05,T015,G13,G12,17:00,17:07,7,Retarde,391,29.87
J002369,2025-09-13,T006,G14,G12,08:00,08:11,11,Retarde,364,96.25
J002370,2025-09-26,T010,G10,G11,08:18,08:18,0,A l'heure,449,80.01
J002371,2025-09-04,T015,G01,G10,14:48,15:12,24,Retarde,448,37.29
J002372,2026-04-23,T034,G01,G05,12:54,12:54,0,A l'heure,112,26.16
J002373,2026-07-02,T038,G13,G10,17:54,17:54,0,A l'heure,71,15.59
J002374,2026-03-03,T039,G01,G02,07:00,07:00,0,A l'heure,114,21.19
J002375,2026-05-18,T033,G08,G15,10:15,10:15,0,A l'heure,102,24.42
J002376,2025-12-08,T018,G10,G14,13:06,13:06,0,A l'heure,466,42.35
J002377,2026-03-01,T020,G12,G10,13:06,13:06,0,A l'heure,476,38.67
J002378,2025-11-05,T007,G08,G01,09:12,09:26,14,Retarde,239,56.97
J002379,2026-08-29,T029,G05,G11,09:21,09:21,0,A l'heure,139,31.33
J002380,2026-08-04,T034,G07,G13,13:00,13:00,0,A l'heure,99,15.28
J002381,2026-06-15,T002,G10,G12,13:15,13:15,0,A l'heure,269,70.03
J002382,2026-01-09,T011,G05,G14,20:18,21:01,43,Retarde,172,85.45
J002383,2026-02-23,T012,G08,G05,09:12,09:12,0,A l'heure,219,67.62
J002384,2026-03-12,T001,G15,G04,12:12,12:20,8,Retarde,212,74.49
J002385,2026-03-31,T022,G04,G15,15:12,15:12,0,A l'heure,348,29.55
J002386,2026-08-15,T026,G06,G07,15:12,15:12,0,A l'heure,281,59.28
J002387,2026-03-13,T040,G01,G09,20:00,20:02,2,Retarde,131,28.76
J002388,2026-01-07,T033,G13,G07,08:54,08:54,0,A l'heure,100,16.54
J002389,2025-09-05,T017,G06,G14,14:48,14:48,0,A l'heure,286,39.35
J002390,2026-07-27,T012,G12,G11,05:06,05:06,0,A l'heure,128,57.02
J002391,2025-10-08,T032,G02,G10,09:18,09:23,5,Retarde,151,22.87
J002392,2026-05-07,T007,G13,G09,22:21,22:27,6,Retarde,327,62.21
J002393,2025-09-03,T003,G11,G09,14:18,14:18,0,A l'heure,339,73.68
J002394,2025-12-20,T003,G02,G01,11:21,11:25,4,Retarde,499,77.51
J002395,2026-03-05,T026,G07,G14,17:42,17:42,0,A l'heure,138,37.7
J002396,2026-05-18,T011,G12,G08,09:06,09:15,9,Retarde,293,59.26
J002397,2026-02-22,T005,G11,G09,07:45,07:45,0,A l'heure,435,64.47
J002398,2025-09-20,T005,G06,G05,08:00,08:00,0,A l'heure,440,96.98
J002399,2026-06-07,T024,G04,G06,11:54,11:54,0,A l'heure,203,62.37
J002400,2026-04-11,T027,G08,G11,11:45,11:45,0,A l'heure,236,60.75
J002401,2025-12-30,T040,G09,G14,15:18,15:18,0,A l'heure,171,20.13
J002402,2025-09-19,T029,G10,G06,20:12,20:12,0,A l'heure,162,19.35
J002403,2025-10-11,T032,G15,G10,18:15,18:15,0,A l'heure,163,23.75
J002404,2025-10-01,T032,G02,G15,12:48,12:48,0,A l'heure,151,27.81
J002405,2025-10-21,T031,G10,G01,11:12,11:12,0,A l'heure,126,25.54
J002406,2025-10-14,T039,G13,G05,11:48,11:48,0,A l'heure,132,16.13
J002407,2025-11-20,T023,G15,G05,12:48,12:52,4,Retarde,171,57.49
J002408,2026-08-04,T015,G03,G12,17:00,18:07,67,Fortement retarde,384,37.79
J002409,2025-09-19,T007,G07,G06,07:00,07:00,0,A l'heure,250,91.46
J002410,2026-03-12,T033,G11,G13,07:12,07:12,0,A l'heure,181,15.97
J002411,2026-05-11,T008,G10,G03,07:30,07:30,0,A l'heure,315,82.11
J002412,2025-09-01,T004,G07,G13,09:45,09:45,0,A l'heure,218,78.33
J002413,2026-02-07,T022,G13,G03,14:18,14:31,13,Retarde,595,37.54
J002414,2026-04-14,T017,G09,G02,05:00,05:27,27,Retarde,317,39.66
J002415,2026-03-21,T024,G08,G14,05:45,05:45,0,A l'heure,337,57.36
J002416,2026-02-28,T031,G15,G10,15:36,15:36,0,A l'heure,214,30.77
J002417,2026-04-06,T027,G07,G04,14:24,14:26,2,Retarde,267,55.68
J002418,2026-06-05,T016,G12,G06,22:42,23:39,57,Retarde,474,35.61
J002419,2026-01-03,T023,G06,G12,10:30,10:30,0,A l'heure,206,55.12
J002420,2025-12-29,T009,G01,G11,20:30,20:30,0,A l'heure,368,87.83
J002421,2026-04-10,T022,G07,G01,15:06,15:06,0,A l'heure,273,40.59
J002422,2026-08-29,T037,G03,G05,09:18,09:18,0,A l'heure,163,31.27
J002423,2026-05-17,T020,G13,G08,21:00,,0,Annule,528,44.65
J002424,2026-01-15,T037,G13,G14,18:30,18:30,0,A l'heure,173,26.51
J002425,2026-02-23,T024,G15,G06,14:15,14:15,0,A l'heure,250,32.09
J002426,2025-11-06,T005,G05,G08,06:24,06:24,0,A l'heure,339,66.16
J002427,2026-03-01,T017,G01,G02,16:06,16:06,0,A l'heure,382,39.44
J002428,2025-11-14,T009,G10,G07,13:06,13:06,0,A l'heure,82,57.13
J002429,2026-08-27,T028,G02,G06,10:15,10:15,0,A l'heure,246,60.3
J002430,2025-10-17,T031,G06,G10,06:45,06:45,0,A l'heure,120,24.44
J002431,2026-07-04,T034,G11,G07,18:21,18:21,0,A l'heure,220,30.41
J002432,2026-05-13,T033,G10,G08,09:42,09:43,1,Retarde,155,27.05
J002433,2026-08-21,T035,G04,G11,11:06,11:06,0,A l'heure,124,23.59
J002434,2026-07-24,T040,G03,G15,19:36,19:37,1,Retarde,140,25.67
J002435,2026-06-18,T005,G13,G05,17:42,17:52,10,Retarde,308,92.7
J002436,2025-12-07,T039,G07,G04,17:18,17:23,5,Retarde,164,29.07
J002437,2026-06-24,T024,G07,G04,15:00,15:00,0,A l'heure,196,60.58
J002438,2026-04-23,T031,G03,G14,15:30,15:41,11,Retarde,171,27.94
J002439,2026-08-30,T006,G03,G08,15:12,15:12,0,A l'heure,402,77.82
J002440,2026-01-20,T031,G11,G05,07:45,07:45,0,A l'heure,141,28.22
J002441,2025-10-08,T010,G12,G11,22:18,22:18,0,A l'heure,316,88.24
J002442,2025-12-30,T013,G07,G11,17:15,17:15,0,A l'heure,202,67.88
J002443,2026-02-16,T002,G09,G07,11:30,11:30,0,A l'heure,286,81.58
J002444,2026-08-15,T039,G11,G13,08:00,08:04,4,Retarde,216,28.36
J002445,2026-04-02,T029,G13,G09,18:12,18:12,0,A l'heure,111,24.7
J002446,2026-02-04,T018,G01,G09,05:15,05:34,19,Retarde,370,29.6
J002447,2026-03-24,T038,G07,G08,09:24,09:24,0,A l'heure,143,15.83
J002448,2026-08-14,T001,G08,G09,20:21,20:21,0,A l'heure,391,55.99
J002449,2026-03-07,T010,G05,G12,08:30,08:30,0,A l'heure,432,94.43
J002450,2026-02-15,T015,G10,G01,22:42,22:42,0,A l'heure,633,43.52
J002451,2025-12-26,T012,G06,G08,07:12,07:17,5,Retarde,275,66.54
J002452,2026-03-20,T006,G12,G01,08:21,08:38,17,Retarde,350,99.91
J002453,2025-10-28,T013,G10,G15,08:30,08:30,0,A l'heure,415,94.7
J002454,2026-04-18,T021,G03,G15,05:21,05:21,0,A l'heure,402,41.34
J002455,2026-06-06,T010,G10,G05,12:24,12:24,0,A l'heure,361,114.39
J002456,2025-11-19,T009,G03,G09,06:54,06:54,0,A l'heure,230,73.23
J002457,2026-01-27,T007,G04,G12,19:54,20:19,25,Retarde,330,72.55
J002458,2026-04-25,T026,G14,G07,10:21,10:24,3,Retarde,303,42.95
J002459,2026-03-03,T029,G10,G01,08:15,08:15,0,A l'heure,135,25.67
J002460,2026-07-07,T027,G14,G04,18:54,19:15,21,Retarde,350,37.85
J002461,2026-06-30,T036,G07,G14,16:15,16:24,9,Retarde,108,21.37
J002462,2026-08-12,T039,G01,G09,16:36,16:37,1,Retarde,142,25.02
J002463,2026-05-28,T036,G03,G01,16:36,16:36,0,A l'heure,138,16.29
J002464,2026-02-13,T008,G15,G07,17:21,17:28,7,Retarde,385,74.11
J002465,2025-12-06,T038,G15,G10,18:45,18:45,0,A l'heure,105,19.52
J002466,2026-07-13,T025,G08,G01,16:45,16:45,0,A l'heure,207,38.24
J002467,2026-08-09,T020,G11,G09,10:45,10:54,9,Retarde,494,50.29
J002468,2025-10-06,T016,G01,G05,20:45,20:45,0,A l'heure,491,29.99
J002469,2025-12-07,T024,G02,G14,05:45,06:14,29,Retarde,332,42.46
J002470,2025-10-27,T037,G14,G13,20:18,20:18,0,A l'heure,103,18.19
J002471,2025-10-25,T038,G04,G02,22:06,22:06,0,A l'heure,128,25.99
J002472,2026-01-17,T017,G12,G07,14:54,14:55,1,Retarde,274,37.56
J002473,2026-05-27,T005,G02,G04,22:21,22:26,5,Retarde,282,92.41
J002474,2025-09-28,T017,G11,G04,16:12,16:24,12,Retarde,634,37.99
J002475,2026-04-01,T004,G09,G12,22:12,22:12,0,A l'heure,333,86.65
J002476,2026-07-28,T019,G09,G13,19:21,19:32,11,Retarde,286,33.53
J002477,2026-04-30,T034,G01,G05,09:30,09:31,1,Retarde,199,27.81
J002478,2026-05-07,T034,G13,G01,09:30,09:30,0,A l'heure,87,19.27
J002479,2026-06-14,T035,G07,G14,09:45,09:45,0,A l'heure,143,23.74
J002480,2026-08-19,T022,G13,G04,11:00,11:00,0,A l'heure,324,26.64
J002481,2025-10-17,T025,G09,G11,17:21,17:29,8,Retarde,248,56.41
J002482,2025-12-15,T006,G04,G06,07:00,07:00,0,A l'heure,379,90.31
J002483,2026-07-18,T007,G09,G08,20:21,20:21,0,A l'heure,456,104.08
J002484,2026-03-31,T009,G03,G09,15:12,15:12,0,A l'heure,284,98.38
J002485,2025-12-13,T002,G05,G13,06:42,06:42,0,A l'heure,209,95.18
J002486,2025-11-02,T019,G11,G02,05:54,06:18,24,Retarde,395,28.63
J002487,2025-10-22,T026,G12,G03,06:45,06:45,0,A l'heure,240,38.75
J002488,2026-04-07,T014,G08,G05,15:06,15:06,0,A l'heure,239,53.98
J002489,2026-03-14,T013,G07,G15,10:48,10:56,8,Retarde,407,88.68
J002490,2026-08-26,T029,G13,G08,11:54,11:54,0,A l'heure,87,28.12
J002491,2026-04-27,T009,G07,G14,08:48,08:53,5,Retarde,406,66.32
J002492,2026-01-28,T008,G03,G10,09:15,09:22,7,Retarde,357,57.26
J002493,2025-09-29,T003,G01,G07,17:30,17:30,0,A l'heure,354,102.86
J002494,2025-10-31,T010,G03,G14,12:42,12:45,3,Retarde,83,87.9
J002495,2025-09-22,T018,G04,G05,09:12,09:12,0,A l'heure,367,29.44
J002496,2025-09-02,T039,G15,G03,05:21,05:21,0,A l'heure,129,24.13
J002497,2025-12-21,T007,G12,G11,11:18,11:18,0,A l'heure,510,87.08
J002498,2025-12-23,T026,G08,G02,13:54,13:54,0,A l'heure,231,34.3
J002499,2026-08-28,T037,G05,G14,08:48,08:48,0,A l'heure,167,23.36
J002500,2025-10-30,T020,G03,G11,21:48,21:48,0,A l'heure,309,23.9
J002501,2026-07-04,T017,G02,G08,07:48,08:06,18,Retarde,454,45.6
J002502,2026-05-03,T020,G06,G07,20:00,20:00,0,A l'heure,347,43.5
J002503,2026-06-24,T003,G10,G15,12:06,12:06,0,A l'heure,191,95.51
J002504,2025-09-03,T019,G03,G09,08:30,08:30,0,A l'heure,381,40.95
J002505,2025-12-27,T039,G14,G07,10:54,10:56,2,Retarde,94,26.04
J002506,2025-12-26,T015,G07,G12,22:00,22:03,3,Retarde,400,43.84
J002507,2026-08-17,T024,G10,G09,16:45,16:45,0,A l'heure,201,54.75
J002508,2025-11-15,T029,G10,G14,14:12,14:12,0,A l'heure,194,21.13
J002509,2026-08-26,T002,G12,G13,18:00,18:03,3,Retarde,95,65.2
J002510,2026-03-20,T015,G03,G01,14:45,14:45,0,A l'heure,503,31.91
J002511,2026-05-26,T015,G14,G06,10:21,10:21,0,A l'heure,459,33.87
J002512,2025-09-04,T006,G11,G05,13:12,13:12,0,A l'heure,240,60.99
J002513,2025-09-25,T029,G13,G06,10:42,10:42,0,A l'heure,137,27.42
J002514,2026-02-22,T024,G04,G13,06:06,06:52,46,Retarde,168,41.26
J002515,2026-01-24,T008,G11,G03,15:54,15:54,0,A l'heure,445,100.63
J002516,2026-05-15,T037,G12,G04,16:12,16:12,0,A l'heure,160,19.97
J002517,2026-05-24,T026,G10,G15,06:06,06:06,0,A l'heure,254,62.1
J002518,2026-08-04,T005,G10,G13,14:12,14:12,0,A l'heure,265,82.31
J002519,2025-11-26,T008,G15,G03,11:42,11:42,0,A l'heure,302,67.79
J002520,2026-06-05,T017,G13,G07,20:54,20:54,0,A l'heure,483,28.42
J002521,2025-09-12,T040,G15,G11,14:06,14:06,0,A l'heure,124,24.73
J002522,2026-04-21,T026,G14,G09,06:48,06:48,0,A l'heure,244,36.48
J002523,2026-05-15,T031,G09,G11,21:48,21:48,0,A l'heure,127,28.39
J002524,2026-02-26,T033,G04,G09,20:48,20:48,0,A l'heure,176,20.01
J002525,2026-01-21,T032,G09,G06,09:00,09:04,4,Retarde,124,23.66
J002526,2025-12-20,T030,G12,G02,10:00,10:00,0,A l'heure,118,21.68
J002527,2025-11-02,T012,G11,G10,07:12,07:26,14,Retarde,510,109.63
J002528,2026-03-12,T038,G08,G03,16:00,16:00,0,A l'heure,124,28.09
J002529,2026-02-13,T022,G05,G04,22:24,22:24,0,A l'heure,531,23.47
J002530,2025-11-27,T027,G15,G09,10:45,10:45,0,A l'heure,191,58.65
J002531,2026-05-13,T038,G10,G01,06:00,06:01,1,Retarde,183,23.3
J002532,2026-04-19,T039,G13,G07,22:54,23:12,18,Retarde,156,28.49
J002533,2026-02-05,T018,G15,G14,06:00,06:00,0,A l'heure,288,25.04
J002534,2025-09-18,T005,G08,G05,16:36,16:36,0,A l'heure,375,98.95
J002535,2025-10-13,T023,G13,G14,13:06,13:24,18,Retarde,137,31.35
J002536,2026-05-12,T027,G14,G11,05:12,06:09,57,Retarde,219,50.71
J002537,2026-07-03,T028,G07,G01,08:06,08:09,3,Retarde,246,51.95
J002538,2026-05-18,T039,G12,G13,05:18,05:18,0,A l'heure,101,21.85
J002539,2026-02-07,T018,G08,G10,19:42,19:47,5,Retarde,521,42.93
